name,line
Interviewer, yeah like maybe you get a few cents and so there are artists who might get millions of downloads.
Grimes, uh who are struggling to get by you know it's like it's actually yeah it's it's pretty.
Interviewer, insane i mean i wouldn't say it's um just an issue with the streaming services i think of late.
Grimes, the labels are a huge part of this too um i mean in music there's just a lot of.
Interviewer, middlemen like you know what once you have like you know business management lawyer.
Grimes, manager booking agent label personally i think labels pay too much but at the same time.
Interviewer, um you know a label is also can also throw a lot of money down on an artist and it can fail so it's like.
Grimes, i'm not really sure what the solution is but i i do the situation in music worries me.
Interviewer, like i know artists that are pretty successful that are like broke um and that's not.
Grimes, right you know like that these are folks who are uh.
Interviewer, millions of plays like they're like popular artists like so it's it's yeah um.
Grimes, i feel like we need to sort of like do something about the middleman situation but then i like i don't.
Interviewer, yeah there is a cost structure where you have uh an industry that came of age in a.
Grimes, time when there was a lot more money flowing through because i'm old enough to remember going to tower records and.
Interviewer, like the cd stories and whatnot you know that they were like buying this a lot of times you were buying an album.
Grimes, for like one or two good songs too it was like you know like that that was like the way it's um so you do.
Interviewer, have some legacy costs um another big problem though is that we've conditioned consumers to pay.
Grimes, one uh streaming fee and that's it you know what i mean it's like if i paid for spotify then i want all my music for.
